PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,LastName,CabinSector,CabinRoom,CabinClass,Associates,TotalSpend,HomePlanet_X_Destination,HomePlanet_X_Destination_X_CryoSleep,CabinSector_X_CabinRoom,CabinSector_X_CabinRoom_X_CabinClass
4158_01,1,1,3,27.0,1,0.0,0.0,580.0,211.0,0.0,0,1412,5,1014,2,1,791.0,7,36,976,6522
4159_01,1,1,3,15.0,1,180.97924139694103,2.0,15.0,5.0,842.0,0,927,6,1578,2,1,1044.979241396941,7,36,2039,1702
4160_01,3,1,3,27.0,2,661.0,706.2634182628949,991.0,46.0,0.0,1,0,6,1579,2,1,2404.263418262895,15,16,2040,1705
4163_01,1,2,1,16.0,1,0.0,0.0,0.0,0.0,0.0,1,2205,7,1468,2,1,0.0,5,31,3579,4211
4165_01,1,1,3,37.0,1,246.0,0.0,703.0,5.0,0.0,1,1210,7,1470,1,1,954.0,7,36,3582,4216
4166_01,2,2,1,45.0,1,0.0,0.0,0.0,0.0,0.0,1,1915,2,353,1,2,0.0,9,43,274,2867
4166_02,2,1,1,58.0,2,0.0,279.0,3627.0,122.0,30.0,1,1915,2,353,1,2,4058.0,9,42,274,2867
4167_01,1,1,2,28.769110215876857,0,0.0,440.0,0.0,0.0,334.0,0,554,0,0,0,1,774.0,6,33,0,0
4168_01,1,1,3,38.0,1,0.0,18.0,30.0,0.0,832.0,0,554,6,1659,1,2,880.0,7,36,2117,1834
4168_02,1,1,3,28.0,1,0.0,241.0,6.0,0.0,542.0,0,554,5,1000,1,2,789.0,7,36,963,6499
4169_01,2,2,3,47.0,1,0.0,0.0,0.0,0.0,0.0,1,1991,4,442,1,2,0.0,11,5,842,6296
4169_02,2,1,3,41.0,1,0.0,1562.0,0.0,2.0,16.0,1,1991,4,442,1,2,1580.0,11,4,842,6296
4170_01,2,2,3,28.0,1,-57.92351458407421,0.0,0.0,0.0,0.0,1,1551,2,364,1,1,-57.92351458407421,11,5,275,2882
4171_01,1,2,3,23.0,1,0.0,0.0,0.0,0.0,0.0,0,1278,7,1471,1,1,0.0,7,37,3583,4218
4172_01,3,2,3,24.0,1,0.0,0.0,0.0,0.0,0.0,1,722,6,1660,1,7,0.0,15,17,2119,1836
4172_02,3,1,3,58.0,1,12.0,0.0,186.0,2436.0,4.0,0,722,6,1660,1,7,2638.0,15,16,2119,1836
4172_03,0,2,3,36.0,1,0.0,0.0,0.0,0.0,0.0,1,722,6,1660,1,7,0.0,3,25,2119,1836
4172_04,3,1,1,24.0,1,1363.0,0.0,50.0,0.0,0.0,0,684,6,1660,1,7,1413.0,13,10,2119,1836
4172_05,3,1,3,56.0,1,128.0,0.0,959.0,0.0,42.0,0,722,6,1660,1,7,1129.0,15,16,2119,1836
4172_06,3,2,3,15.0,1,0.0,0.0,0.0,0.0,0.0,1,722,6,1660,1,7,0.0,15,17,2119,1836
4172_07,3,1,3,19.0,1,154.0,170.0,2074.0,0.0,0.0,1,722,4,452,1,7,2398.0,15,16,843,6298
4173_01,1,1,3,27.0,1,0.0,0.0,0.0,658.0,133.0,0,1295,5,1001,1,1,791.0,7,36,964,6501
4174_01,1,1,3,47.0,1,59.0,1.0,327.0,557.0,0.0,0,65,6,1661,1,1,944.0,7,36,2120,1839
4175_01,1,1,1,37.0,1,0.0,89.0,15.0,20.0,592.0,0,291,6,1662,1,1,716.0,5,30,2121,1841
4176_01,3,2,3,39.0,1,0.0,0.0,0.0,0.0,0.0,1,715,6,1663,1,7,0.0,15,17,2122,1843
4176_02,3,2,3,20.0,1,0.0,0.0,0.0,0.0,0.0,1,1453,6,1663,1,7,0.0,15,17,2122,1843
4176_03,3,1,3,20.0,1,760.0,0.0,742.0,352.0,0.0,1,1453,6,1663,1,7,1854.0,15,16,2122,1843
4176_04,3,1,3,38.0,1,490.0,663.0,358.0,855.0,0.0,0,715,6,1663,1,7,2366.0,15,16,2122,1843
4176_05,3,1,3,46.0,1,247.0,0.0,418.0,480.0,36.0,0,715,4,463,1,7,1181.0,15,16,844,6300
4176_06,3,2,3,13.0,1,0.0,0.0,0.0,0.0,0.0,1,715,6,1663,1,7,0.0,15,17,2122,1843
4176_07,3,1,1,24.0,1,612.0,326.0,46.0,87.0,0.0,1,715,6,1663,1,7,1071.0,13,10,2122,1843
4177_01,2,2,3,32.0,1,0.0,0.0,0.0,0.0,0.0,1,2193,2,660,2,3,0.0,11,5,308,3398
4177_02,2,2,1,31.17624253896531,1,0.0,0.0,0.0,0.0,0.0,1,747,2,660,2,3,0.0,9,43,308,3398
4177_03,2,1,1,44.0,1,36.0,588.0,0.0,1675.0,3597.0,0,747,2,660,2,3,5896.0,9,42,308,3398
4178_01,1,1,3,19.0,1,0.0,0.0,4.0,6.0,773.0,0,1997,7,1472,1,1,783.0,7,36,3584,4220
4179_01,2,1,3,30.0,2,0.0,1172.0,183.0,91.0,0.0,1,0,1,1266,2,2,1446.0,11,4,24,2466
4179_02,2,2,3,23.0,1,0.0,0.0,0.0,0.0,0.0,1,1559,1,1266,2,2,0.0,11,5,24,2466
4181_01,2,1,3,4.0,1,0.0,0.0,0.0,0.0,0.0,1,767,3,364,1,6,0.0,11,4,574,5851
4181_02,2,1,0,0.0,1,0.0,1830.831338774349,0.0,0.0,0.0,1,767,3,364,1,6,1830.831338774349,8,39,574,5851
4181_03,2,2,3,17.0,1,0.0,0.0,0.0,0.0,0.0,1,767,0,0,0,6,0.0,11,5,0,0
4181_04,2,2,3,44.0,1,0.0,0.0,0.0,0.0,0.0,1,767,3,364,1,6,0.0,11,5,574,5851
4181_05,2,1,1,31.0,1,2.0,8747.0,0.0,4840.0,14485.0,0,767,3,364,1,6,28074.0,9,42,574,5851
4181_06,2,1,1,41.0,2,0.0,9463.0,0.0,1022.0,1562.0,1,767,3,364,1,6,12047.0,9,42,574,5851
4182_01,2,1,1,33.0,1,0.0,2020.0,0.0,1817.0,182.0,0,2010,1,1277,2,3,4019.0,9,42,25,2629
4182_02,2,1,3,43.0,1,0.0,124.0,0.0,3975.0,186.0,0,0,1,1277,2,3,4285.0,11,4,25,2629
4182_03,2,1,1,43.0,2,0.0,3172.0,0.0,26.0,4376.0,0,2010,1,1277,2,3,7574.0,9,42,25,2629
4183_01,1,1,3,36.0,1,1367.0,108.0,221.68209072576664,0.0,77.0,0,212,6,1580,2,1,1773.6820907257666,7,36,2042,1709
4184_01,1,1,1,19.0,1,558.0,0.0,353.0,0.0,8.0,0,2183,6,1665,1,1,919.0,5,30,2124,1845
4185_01,1,1,3,24.0,1,0.0,1725.0,0.0,0.0,0.0,1,2119,7,1473,1,1,1725.0,7,36,3585,4221
4186_01,1,2,1,17.0,1,0.0,0.0,0.0,0.0,0.0,1,579,7,1470,2,1,0.0,5,31,3582,4217
4188_01,1,1,3,23.0,1,1277.0,84.0,0.0,240.0,598.0,1,755,6,1666,1,1,2199.0,7,36,2125,1847
4189_01,1,1,1,17.0,1,558.0,0.0,3.0,0.0,1226.0,0,1534,7,1471,2,1,1787.0,5,30,3583,4219
4191_01,3,1,3,18.0,1,950.0,1.0,236.0,754.0,0.0,0,625,4,386,2,1,1941.0,15,16,836,6288
4194_01,3,2,1,34.0,1,0.0,0.0,0.0,0.0,0.0,1,1144,6,1667,1,1,0.0,13,11,2126,1848
4196_01,1,2,3,13.0,1,0.0,0.0,0.0,0.0,0.0,1,1082,7,1473,2,1,0.0,7,37,3585,4222
4197_01,1,1,3,66.0,1,610.0,2549.0,0.0,17.0,0.0,1,476,6,1582,2,3,3176.0,7,36,2043,1711
4197_02,1,1,3,27.0,1,0.0,867.0,0.0,128.0,363.0,1,476,6,1582,2,3,1358.0,7,36,2043,1711
4197_03,1,1,3,19.0,1,1620.0,0.0,4.0,0.0,82.0,0,476,7,1474,2,3,1706.0,7,36,3586,4223
4199_01,1,1,3,55.0,1,0.0,198.0,703.0,1.0,0.0,1,1022,6,1583,2,1,902.0,7,36,2044,1713
4203_01,3,1,3,40.0,1,0.0,0.0,1.0,293.0,667.0,0,738,4,474,1,1,961.0,15,16,845,6302
4204_01,1,2,2,23.0,1,0.0,0.0,0.0,0.0,0.0,1,81,7,1477,1,3,0.0,6,34,3589,4227
4204_02,1,1,3,7.0,1,0.0,0.0,0.0,0.0,0.0,0,81,7,1477,1,3,0.0,7,36,3589,4227
4204_03,1,2,3,12.0,1,0.0,0.0,0.0,0.0,0.0,1,81,7,1477,1,3,0.0,7,37,3589,4227
4205_01,1,1,3,37.0,1,0.0,886.0,0.0,58.0,441.0,0,586,6,1585,2,1,1385.0,7,36,2045,1714
4206_01,1,1,3,22.0,1,0.0,13.0,524.0,7.0,0.0,0,275,6,1670,1,1,544.0,7,36,2129,1852
4207_01,0,2,3,25.0,1,0.0,0.0,0.0,0.0,0.0,1,1516,2,681,2,2,0.0,3,25,310,3431
4207_02,2,2,1,46.0,1,0.0,0.0,0.0,0.0,0.0,1,1516,2,681,2,2,0.0,9,43,310,3431
4208_01,3,1,1,37.0,1,326.0,0.0,455.0,2.0,0.0,0,1086,4,485,1,1,783.0,13,10,847,6305
4210_01,2,2,1,50.0,1,0.0,0.0,0.0,0.0,0.0,1,1842,3,562,2,2,0.0,9,43,595,5888
4210_02,2,2,1,28.0,1,0.0,0.0,0.0,0.0,0.0,1,1842,3,562,2,2,0.0,9,43,595,5888
4211_01,2,2,3,26.0,1,0.0,0.0,0.0,0.0,0.0,1,495,3,375,1,1,0.0,11,5,576,5855
4212_01,0,2,3,28.0,1,0.0,0.0,0.0,23.19484358709883,0.0,1,2214,7,1476,2,1,23.19484358709883,3,25,3588,4226
4213_01,1,1,2,23.0,1,4.0,157.0,142.0,421.57704428377406,196.0,0,1368,7,1477,2,1,920.5770442837741,6,33,3589,4228
4214_01,2,1,3,23.0,1,3.0,343.0,0.0,4280.0,0.0,0,775,5,1002,1,1,4626.0,11,4,965,6502
4215_01,3,1,3,34.0,2,992.0,0.0,14.0,0.0,0.0,0,729,4,495,1,1,1006.0,15,16,848,6307
4216_01,2,2,3,65.0,1,0.0,0.0,0.0,0.0,0.0,1,615,2,375,1,2,0.0,11,5,277,2914
4216_02,0,2,3,20.0,1,0.0,0.0,0.0,0.0,0.0,1,615,2,375,1,2,0.0,3,25,277,2914
4218_01,3,2,3,29.0,1,0.0,0.0,0.0,0.0,0.0,1,2023,6,1672,1,2,0.0,15,17,2131,1857
4218_02,3,1,3,30.0,1,176.0,0.0,2310.0,0.0,139.9724474417581,1,2023,6,1672,1,2,2625.972447441758,15,16,2131,1857
4219_01,3,2,3,3.0,1,0.0,0.0,0.0,-299.6311170063576,0.0,1,1325,6,1673,1,3,-299.6311170063576,15,17,2132,1858
4219_02,3,1,3,40.0,1,1268.0,0.0,0.0,0.0,0.0,0,1325,6,1673,1,3,1268.0,15,16,2132,1858
4219_03,3,1,3,32.0,1,1331.0,416.0,0.0,665.0,64.0,0,1325,6,1673,1,3,2476.0,15,16,2132,1858
4220_01,1,1,3,31.0,1,553.0,224.0,9.0,1.0,0.0,0,1,5,1003,1,1,787.0,7,36,966,6504
4221_01,1,1,3,13.0,1,27.0,81.0,1080.0,0.0,0.0,1,28,6,1674,1,1,1188.0,7,36,2133,1860
4222_01,1,1,3,29.0,1,37.0,0.0,167.0,608.0,0.0,0,412,7,1478,1,2,812.0,7,36,3590,4231
4222_02,1,1,3,28.0,1,0.0,53.0,0.0,732.0,6.0,0,412,5,1004,1,2,791.0,7,36,967,6506
4223_01,3,1,1,19.0,1,1184.0,88.0,0.0,0.0,334.0,1,884,6,1587,2,2,1606.0,13,10,2047,1717
4223_02,3,1,1,24.0,1,469.0,0.0,186.5709515735724,196.0,0.0,1,884,5,1016,2,2,851.5709515735724,13,10,978,6525
4225_01,3,2,3,22.0,1,0.0,0.0,0.0,0.0,0.0,0,1297,5,1006,1,1,0.0,15,17,969,6509
4229_01,1,1,1,13.0,1,406.0,0.0,1670.0,0.0,427.0,0,0,6,1678,1,1,2503.0,5,30,2137,1864
4230_01,1,1,3,21.0,1,0.0,0.0,23.0,820.0,22.0,0,2178,6,1679,1,1,865.0,7,36,2138,1866
4231_01,1,1,1,24.0,1,0.0,0.0,1435.0,10.0,0.0,1,1798,6,1588,2,1,1445.0,5,30,2048,1718
4232_01,2,1,3,47.0,1,0.0,4983.0,0.0,173.0,43.0,1,454,2,691,2,1,5199.0,11,4,312,3469
4233_01,2,1,3,27.0,1,0.0,144.0,76.0,184.0,3932.0,0,1478,2,386,1,1,4336.0,11,4,278,2927
4237_01,1,1,3,18.0,1,0.0,0.0,774.0,0.0,13.0,1,1332,5,1018,2,1,787.0,7,36,980,6528
4238_01,2,2,1,36.0,1,0.0,0.0,0.0,0.0,0.0,1,321,2,700,2,1,0.0,9,43,313,3488
4239_01,1,1,3,68.0,1,0.0,1.0,223.0,580.0,0.0,0,23,6,1681,1,1,804.0,7,36,2141,1872
4240_01,2,0,3,31.0,1,0.0,0.0,0.0,0.0,0.0,1,1750,3,572,2,1,0.0,11,3,596,5890
4242_01,3,2,3,28.0,1,0.0,0.0,0.0,0.0,0.0,1,636,6,1683,1,1,0.0,15,17,2143,1875
4243_01,3,1,3,36.0,1,3002.0,21.0,150.0,0.0,0.0,0,141,4,397,2,1,3173.0,15,16,837,6289
4244_01,1,1,3,17.0,1,0.0,628.0,0.0,66.0,449.0,1,2147,6,1591,2,1,1143.0,7,36,2051,1725
4245_01,1,2,3,13.0,1,0.0,0.0,0.0,0.0,0.0,1,1068,7,1481,2,1,0.0,7,37,3593,4235
4246_01,1,1,3,30.0,1,0.0,10.0,0.0,3840.0,329.0,0,911,7,1479,1,1,4179.0,7,36,3591,4232
4249_01,2,1,3,58.0,1,0.0,2946.0,0.0,101.0,387.0,1,1066,2,709,2,3,3434.0,11,4,314,3503
4249_02,2,2,3,43.0,1,0.0,0.0,0.0,0.0,0.0,1,1066,2,709,2,3,0.0,11,5,314,3503
4249_03,2,1,1,20.0,1,354.0,1546.0,323.0,284.0,315.0,1,1066,2,709,2,3,2822.0,9,42,314,3503
4251_01,1,1,3,29.0,1,715.0,0.0,201.41854439701723,698.0,106.0,0,469,6,1685,1,1,1720.4185443970173,7,36,2145,1877
4252_01,1,1,3,15.0,1,156.0,1.0,1132.0,192.0,33.0,1,1155,6,1592,2,1,1514.0,7,36,2052,1727
4253_01,1,1,3,30.0,1,488.0,0.0,242.0,0.0,79.0,0,809,7,1482,1,1,809.0,7,36,3594,4236
4254_01,2,1,1,33.0,1,5493.0,9401.0,23.0,3013.0,303.0,0,1043,2,397,1,3,18233.0,9,42,279,2946
4254_02,2,2,3,25.0,1,0.0,0.0,0.0,0.0,0.0,1,1043,2,397,1,3,0.0,11,5,279,2946
4254_03,2,1,3,62.0,1,0.0,22.0,0.0,3314.0,22.0,0,1043,2,397,1,3,3358.0,11,4,279,2946
4255_01,1,2,2,41.0,1,0.0,0.0,0.0,0.0,0.0,1,1012,7,1483,1,1,0.0,6,34,3595,4238
4256_01,1,1,3,27.0,1,6.0,0.0,0.0,768.0,1141.0,0,819,6,1687,1,8,1915.0,7,36,2147,1879
4256_02,1,2,3,18.0,1,0.0,0.0,0.0,0.0,0.0,0,819,7,1484,1,8,0.0,7,37,3596,4240
4256_03,1,2,3,27.0,1,0.0,0.0,0.0,0.0,0.0,1,819,7,1484,1,8,0.0,7,37,3596,4240
4256_04,1,1,3,19.0,1,571.0,0.0,0.0,97.0,813.0,1,819,6,1687,1,8,1481.0,7,36,2147,1879
4256_05,1,1,3,37.0,1,0.0,0.0,115.0,671.0,0.0,0,2208,7,1484,1,8,786.0,7,36,3596,4240
4256_06,1,2,3,24.0,1,0.0,0.0,0.0,0.0,0.0,0,819,7,1484,1,8,0.0,7,37,3596,4240
4256_07,1,1,3,29.0,1,13.0,0.0,664.0,74.0,101.0,0,819,7,1484,1,8,852.0,7,36,3596,4240
4256_08,1,1,1,44.0,1,0.0,0.0,608.0,0.0,91.0,0,819,6,1687,1,8,699.0,5,30,2147,1879
4257_01,1,1,3,19.0,1,0.0,265.0,882.0,2.0,293.0,0,1818,6,1688,1,1,1442.0,7,36,2148,1880
4258_01,2,1,3,39.0,1,0.0,266.0,0.0,1254.0,197.0,0,1523,1,1121,1,3,1717.0,11,4,11,334
4258_02,2,0,3,63.0,1,0.0,490.0,1.0,2882.0,18.0,0,1523,1,1121,1,3,3391.0,11,3,11,334
4258_03,2,1,3,39.0,1,9.0,1525.0,0.0,0.0,146.0,0,1523,1,1121,1,3,1680.0,11,4,11,334
4259_01,3,2,3,41.0,1,0.0,0.0,0.0,0.0,0.0,1,1666,6,1593,2,1,0.0,15,17,2053,1729
4260_01,1,2,3,27.0,1,0.0,0.0,0.0,0.0,0.0,1,1108,7,1482,2,1,0.0,7,37,3594,4237
4261_01,3,1,1,56.0,1,412.0,492.0,9.0,117.0,33.0,1,697,4,408,2,1,1063.0,13,10,839,6292
4262_01,2,2,3,22.0,1,0.0,0.0,0.0,0.0,0.0,1,570,3,386,1,2,0.0,11,5,577,5857
4262_02,2,1,1,26.0,1,1.0,1269.0,4790.0,270.0,5116.0,0,570,3,386,1,2,11446.0,9,42,577,5857
4264_01,1,1,3,24.0,1,0.0,0.0,0.0,0.0,1300.0,0,1019,6,1594,2,1,1300.0,7,36,2054,1731
4266_01,1,2,2,18.0,1,0.0,0.0,0.0,0.0,0.0,1,169,7,1483,2,1,0.0,6,34,3595,4239
4267_01,1,2,3,13.0,1,-141.31058338169083,0.0,0.0,0.0,0.0,1,1405,7,1488,1,2,-141.31058338169083,7,37,3599,4244
4267_02,1,1,3,32.0,1,0.0,0.0,1020.0,0.0,0.0,1,1405,6,1690,1,2,1020.0,7,36,2151,1885
4270_01,2,1,1,30.0,1,24.0,2558.0,98.0,0.0,5361.0,0,89,0,0,0,1,8041.0,9,42,0,0
4271_01,2,2,3,25.0,1,0.0,0.0,0.0,0.0,0.0,1,600,1,1132,1,1,0.0,11,5,13,655
4272_01,1,1,3,55.0,1,0.0,252.0,1.0,0.0,553.0,1,1967,6,1596,2,1,806.0,7,36,2056,1734
4273_01,1,1,2,19.0,1,0.0,2.0,0.0,669.0,0.0,0,1033,6,1691,1,1,671.0,6,33,2152,1887
4274_01,1,1,3,24.0,1,0.0,717.0,222.0,8.0,1.0,1,1118,7,1484,2,1,948.0,7,36,3596,4241
4278_01,2,1,3,32.0,1,401.0,3724.0,5.0,422.0,62.0,1,1233,3,592,2,1,4614.0,11,4,599,5893
4280_01,3,1,3,24.0,1,0.0,0.0,0.0,0.0,0.0,0,1040,5,1007,1,1,0.0,15,16,970,6512
4289_01,3,2,3,32.0,1,0.0,0.0,0.0,0.0,0.0,1,1529,6,1698,1,1,0.0,15,17,2158,1894
4291_01,1,2,3,36.0,1,0.0,0.0,0.0,0.0,0.0,0,249,7,1489,2,1,0.0,7,37,3600,4248
4292_01,2,1,1,28.0,1,0.0,31.0,0.0,1283.0,871.0,1,598,1,1288,2,1,2185.0,9,42,26,2793
4293_01,1,1,3,52.0,1,0.0,559.0,0.0,0.0,0.0,1,345,6,1600,2,1,559.0,7,36,2061,1743
4294_01,1,1,3,29.0,1,646.0,91.0,13.0,0.0,0.0,1,376,7,1490,2,1,750.0,7,36,3602,4250
4295_01,3,1,1,23.0,1,49.0,0.0,2716.0,0.0,0.0,1,1232,4,517,1,2,2765.0,13,10,849,6308
4295_02,3,2,3,32.0,1,0.0,0.0,0.0,0.0,0.0,1,1232,0,0,0,2,0.0,15,17,0,0
4296_01,1,2,3,35.0,1,0.0,0.0,0.0,0.0,0.0,0,2171,7,1491,2,1,0.0,7,37,3603,4251
4297_01,2,1,1,41.0,1,14.0,6777.0,81.0,604.0,2936.0,0,2013,2,419,1,1,10412.0,9,42,281,2982
4300_01,0,2,2,16.0,1,0.0,0.0,0.0,0.0,0.0,1,1215,7,1492,2,1,0.0,2,22,3604,4252
4301_01,2,2,1,33.0,1,0.0,0.0,0.0,0.0,0.0,1,233,5,1009,1,1,0.0,9,43,972,6514
4302_01,1,2,1,6.0,1,0.0,0.0,0.0,0.0,0.0,1,368,7,1494,1,1,0.0,5,31,3606,4254
4303_01,1,1,1,15.0,1,36.0,841.0,0.0,0.0,0.0,1,553,6,1602,2,2,877.0,5,30,2062,1744
4303_02,1,1,3,38.0,1,0.0,668.0,84.0,267.0,0.0,0,1577,7,1493,2,2,1019.0,7,36,3605,4253
4305_01,1,1,3,56.0,1,0.0,779.0,12.0,3.0,35.0,0,470,6,1701,1,3,829.0,7,36,2160,1898
4305_02,1,2,2,4.0,1,0.0,0.0,0.0,0.0,0.0,1,470,7,1495,1,3,0.0,6,34,3607,4255
4305_03,1,2,2,21.0,1,0.0,0.0,0.0,0.0,0.0,1,339,7,1495,1,3,0.0,6,34,3607,4255
4306_01,3,1,1,22.0,1,1371.0,0.0,235.0,0.0,0.0,1,2020,6,1604,2,1,1606.0,13,10,2064,1746
4309_01,1,1,3,37.0,1,0.0,0.0,785.0,3.0,0.0,0,2173,5,1011,1,2,788.0,7,36,974,6518
4309_02,1,1,3,6.0,1,0.0,0.0,0.0,0.0,0.0,1,2173,7,1497,1,2,0.0,7,36,3609,4258
4311_01,1,1,3,22.0,1,563.0,521.0,364.0,0.0,0.0,0,1920,6,1606,2,1,1448.0,7,36,2066,1748
4312_01,2,1,3,26.0,1,0.0,137.0,0.0,0.0,7629.0,0,1878,2,430,1,1,7766.0,11,4,282,2996
4315_01,1,1,3,22.0,1,0.0,3.0,486.0,0.0,228.0,1,914,5,1013,1,2,717.0,7,36,975,6520
4315_02,1,0,3,20.0,1,0.0,0.0,0.0,0.0,0.0,1,914,7,1499,1,2,0.0,7,35,3611,4263
4316_01,1,1,2,29.85193682266418,1,0.0,22.0,0.0,1156.0,0.0,0,413,6,1702,1,1,1178.0,6,33,2161,1900
4317_01,3,1,3,24.0,1,439.0,0.0,2140.0,0.0,0.0,1,1618,4,430,2,1,2579.0,15,16,840,6294
4318_01,3,2,3,25.0,1,0.0,0.0,0.0,0.0,0.0,1,719,6,1607,2,1,0.0,15,17,2067,1750
4319_01,1,1,3,48.0,1,2.0,0.0,83.0,589.0,233.0,0,1410,7,1500,1,1,907.0,7,36,3614,4268
4320_01,1,1,3,24.0,1,786.0,0.0,0.0,7.0,0.0,0,155,5,1014,1,1,793.0,7,36,976,6521
4324_01,3,1,1,3.0,1,0.0,0.0,0.0,0.0,0.0,1,1159,6,1610,2,4,0.0,13,10,2070,1757
4324_02,3,2,3,24.0,1,0.0,0.0,0.0,0.0,0.0,1,1159,6,1610,2,4,0.0,15,17,2070,1757
4324_03,3,1,3,25.0,1,412.0,0.0,567.0,775.0,0.0,0,1159,6,1610,2,4,1754.0,15,16,2070,1757
4324_04,3,2,1,1.0,1,0.0,0.0,0.0,0.0,0.0,1,248,6,1610,2,4,0.0,13,11,2070,1757
4327_01,1,1,3,20.0,1,0.0,187.0,712.0,0.0,0.0,1,613,6,1611,2,1,899.0,7,36,2071,1759
4329_01,1,1,0,22.0,1,39.0,0.0,63.0,3.0,654.0,0,159,6,1612,2,1,759.0,4,27,2072,1761
4330_01,3,1,1,28.0,1,427.0,0.0,754.0,0.0,0.0,1,838,4,442,2,1,1181.0,13,10,842,6297
4332_01,1,2,1,17.0,1,0.0,0.0,0.0,0.0,0.0,1,624,7,1495,2,1,0.0,5,31,3607,4256
4333_01,2,1,1,28.0,1,0.0,3345.0,0.0,2143.0,27.0,0,675,2,452,1,1,5515.0,9,42,285,3044
4334_01,2,2,3,47.0,1,0.0,0.0,0.0,0.0,0.0,1,2059,1,1299,2,1,0.0,11,5,27,2949
4335_01,3,2,3,34.0,1,0.0,0.0,0.0,0.0,0.0,0,1491,5,1023,2,1,0.0,15,17,984,6535
4336_01,2,1,3,29.0,2,267.0,1418.0,257.0,843.0,0.0,1,863,3,602,2,4,2785.0,11,4,600,5897
4336_02,2,2,3,14.0,1,0.0,0.0,0.0,0.0,0.0,1,863,3,602,2,4,0.0,11,5,600,5897
4336_03,2,1,3,36.0,1,0.0,563.0,0.0,1301.0,830.0,1,863,0,0,0,4,2694.0,11,4,0,0
4336_04,2,1,1,40.0,1,2320.0,0.0,4874.0,3131.0,498.0,1,863,3,602,2,4,10823.0,9,42,600,5897
4337_01,3,1,3,49.0,1,22.0,0.0,1129.0,0.0,77.0,1,831,6,1613,2,1,1228.0,15,16,2073,1762
4338_01,2,1,3,51.0,1,0.0,0.0,0.0,0.0,0.0,1,826,3,612,2,3,0.0,11,4,601,5899
4338_02,2,1,3,41.0,1,0.0,545.0,0.0,2740.0,293.0,1,68,3,612,2,3,3578.0,11,4,601,5899
4338_03,2,1,1,44.0,1,0.0,14201.0,0.0,22.0,584.0,1,826,3,612,2,3,14807.0,9,42,601,5899
4339_01,3,1,3,47.0,1,2044.0,0.0,95.0,0.0,120.0,0,1697,6,1614,2,1,2259.0,15,16,2074,1764
4340_01,1,1,3,22.0,1,0.0,0.0,945.0,0.0,4.0,1,844,6,1615,2,1,949.0,7,36,2075,1765
4343_01,1,2,2,13.0,1,0.0,0.0,0.0,0.0,0.0,1,0,7,1496,2,1,0.0,6,34,3608,4257
4344_01,1,1,3,18.0,1,0.0,35.0,661.0,0.0,63.0,1,914,6,1616,2,1,759.0,7,36,2076,1766
4345_01,1,1,3,28.0,1,0.0,1125.0,3.0,562.0,7.0,0,1776,7,1506,1,1,1697.0,7,36,3618,4272
4346_01,1,1,1,22.0,1,429.0,2.0,232.0,0.0,59.0,1,284,5,1015,1,1,722.0,5,30,977,6523
4347_01,1,1,3,50.0,1,444.0,0.0,408.0,0.0,0.0,0,1786,7,1507,1,1,852.0,7,36,3619,4274
4348_01,2,2,3,47.0,2,0.0,0.0,0.0,0.0,0.0,1,461,2,463,1,1,0.0,11,5,286,3060
4349_01,3,1,3,55.0,1,802.0,0.0,155.0,4.0,337.0,0,1664,5,1016,1,1,1298.0,15,16,978,6524
4350_01,1,2,3,21.0,1,0.0,0.0,0.0,0.0,0.0,1,1726,7,1497,2,2,0.0,7,37,3609,4259
4350_02,1,1,2,39.0,1,0.0,0.0,1.0,0.0,2330.0,0,1965,7,1497,2,2,2331.0,6,33,3609,4259
4351_01,1,1,0,21.0,0,641.0,0.0,409.0,0.0,0.0,0,339,6,1703,1,1,1050.0,4,27,2162,1901
4352_01,2,1,3,37.0,1,33.0,3484.0,17.0,4.0,1384.0,1,2059,3,620,2,2,4922.0,11,4,602,5901
4352_02,2,1,3,31.0,1,22.0,10025.0,2.0,124.0,1.0,1,2059,3,620,2,2,10174.0,11,4,602,5901
4354_01,1,1,3,23.0,1,115.0,1.0,0.0,190.0611714603604,249.0,0,887,5,1017,1,1,555.0611714603604,7,36,979,6526
4356_01,2,2,1,28.0,1,0.0,0.0,0.0,0.0,0.0,1,238,2,719,2,1,0.0,9,43,315,3520
4357_01,3,1,3,23.0,1,118.0,0.0,949.0,206.0,2071.0,0,1821,4,528,1,1,3344.0,15,16,850,6312
4358_01,1,1,2,20.0,1,0.0,272.0,108.0,247.2033707864937,230.0,1,2126,6,1618,2,1,857.2033707864937,6,33,2078,1769
4359_01,2,1,3,28.0,1,3.0,2127.0,0.0,696.0,10.0,0,0,3,408,1,3,2836.0,11,4,580,5862
4359_02,2,1,1,40.0,1,0.0,17687.0,0.0,425.0,155.0,1,1802,3,408,1,3,18267.0,9,42,580,5862
4359_03,2,1,1,54.0,1,0.0,1832.0,0.0,0.0,1768.0,0,1802,3,408,1,3,3600.0,9,42,580,5862
4360_01,3,2,3,18.0,1,0.0,0.0,0.0,0.0,0.0,1,516,6,1704,1,1,0.0,15,17,2163,1903
4361_01,1,1,1,27.0,1,0.0,14.0,0.0,734.0,331.0,1,482,6,1619,2,1,1079.0,5,30,2079,1771
